종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"084010","대한제강","KOSPI",,"16700","230","1.40","17000","17000","16350","29248","488897130","391020429900","23414397"
"001790","대한제당","KOSPI",,"2985","-30","-1.00","3015","3020","2975","208761","623809282","267744291300","89696580"
"001795","대한제당우","KOSPI",,"2505","-20","-0.79","2530","2535","2495","16953","42476918","16239313800","6482760"
"001130","대한제분","KOSPI",,"153200","-1800","-1.16","154200","156200","153000","2339","359474800","258908000000","1690000"
"439260","대한조선","KOSPI",,"80900","500","0.62","80400","80900","79800","93885","7536906550","3116778640800","38526312"
"003490","대한항공","KOSPI",,"23100","-500","-2.12","23650","23700","23100","2136208","49617782600","8505897269100","368220661"
"003495","대한항공우","KOSPI",,"23800","-200","-0.83","24000","24000","23700","1738","41364925","26436897200","1110794"
"005880","대한해운","KOSPI",,"1797","-12","-0.66","1812","1813","1771","1648974","2941757130","579976969980","322747340"
"003830","대한화섬","KOSPI",,"117300","-1300","-1.10","118000","118000","116100","189","22205250","155774400000","1328000"
"016090","대현","KOSPI",,"1834","9","0.49","1825","1835","1822","50773","92744160","81213756540","44282310"
"069460","대호에이엘","KOSPI",,"1704","-7","-0.41","1712","1721","1682","712987","1211664622","143273897904","84080926"
"021040","대호특수강","KOSDAQ","중견기업부","1450","-3","-0.21","1470","1470","1404","141645","201402508","31471922300","21704774"
"021045","대호특수강우","KOSDAQ","중견기업부","2850","-50","-1.72","2900","2900","2850","16913","48242340","2418202200","848492"
"067080","대화제약","KOSDAQ","중견기업부","14400","70","0.49","14310","14530","14220","49585","711792900","268079760000","18616650"
"298540","더네이쳐홀딩스","KOSDAQ","우량기업부","10370","-90","-0.86","10450","10450","10330","8692","90148995","153976414720","14848256"
"032860","더라미","KOSDAQ","중견기업부","1419","-53","-3.60","1472","1472","1370","199564","280259574","57321729597","40395863"
"214610","더바이오메드","KOSDAQ","투자주의환기종목(소속부없음)","4510","-30","-0.66","4540","4540","4460","7597","34187055","37808782220","8383322"
"475560","더본코리아","KOSPI",,"26500","200","0.76","26300","26550","26300","19792","522912225","391580960000","14776640"
"192080","더블유게임즈","KOSPI",,"54400","-100","-0.18","54200","54800","53600","34154","1842943200","1169377286400","21495906"
"393890","더블유씨피","KOSDAQ GLOBAL","기술성장기업부","7010","-130","-1.82","7140","7140","7010","82239","580641125","237240439440","33843144"
"299170","더블유에스아이","KOSDAQ","중견기업부","1871","7","0.38","1880","1888","1820","775853","1437715860","70314855530","37581430"
"012510","더존비즈온","KOSPI",,"90000","3600","4.17","93900","94000","85900","967730","86410438250","2734450560000","30382784"
"462860","더즌","KOSDAQ","중견기업부","5130","570","12.50","4575","5280","4540","15479808","77995078095","367889788170","71713409"
"224060","더코디","KOSDAQ","투자주의환기종목(소속부없음)","2920","25","0.86","2895","2950","2820","8771","25419345","15069308240","5160722"
"302920","더콘텐츠온","KONEX","일반기업부","3700","250","7.25","3700","3700","3700","1","3700","16843728300","4552359"
"043090","더테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","380","0","0.00","0","0","0","0","0","4718944500","12418275"
"213420","덕산네오룩스","KOSDAQ GLOBAL","우량기업부","46100","-1000","-2.12","47600","47700","45200","220962","10155166525","1144717351900","24831179"
"317330","덕산테코피아","KOSDAQ","중견기업부","18460","-950","-4.89","19200","19290","18380","180289","3364628730","377997740640","20476584"
"077360","덕산하이메탈","KOSDAQ","우량기업부","6120","-230","-3.62","6410","6420","6070","2273549","14061425970","278074452240","45437002"
"004830","덕성","KOSPI",,"5500","-90","-1.61","5570","5580","5500","93650","517939150","86240000000","15680000"
"004835","덕성우","KOSPI",,"7480","-20","-0.27","7420","7500","7420","1700","12652560","10412160000","1392000"
"090410","덕신이피씨","KOSDAQ","우량기업부","1425","-21","-1.45","1449","1449","1424","151891","217260701","65669835375","46084095"
"263600","덕우전자","KOSDAQ","중견기업부","4610","-40","-0.86","4630","4720","4585","29930","138082355","73438729100","15930310"
"194480","데브시스터즈","KOSDAQ","벤처기업부","53600","-100","-0.19","53000","54700","52800","30098","1617172900","654088840000","12203150"
"373160","데이원컴퍼니","KOSDAQ","기술성장기업부","6420","60","0.94","6450","6520","6350","31188","200708270","88361862600","13763530"
"263800","데이타솔루션","KOSDAQ","중견기업부","5360","-50","-0.92","5380","5420","5330","66752","358479425","86951956800","16222380"
"199150","데이터스트림즈","KONEX","일반기업부","2890","90","3.21","2900","2900","2710","3","8500","12336291570","4268613"
"206560","덱스터","KOSDAQ","기술성장기업부","5560","-60","-1.07","5640","5680","5550","43659","244880415","141289252160","25411736"
"261200","덴티스","KOSDAQ","우량기업부","5680","20","0.35","5700","5750","5630","23309","132002770","89799096000","15809700"
"145720","덴티움","KOSPI",,"58500","-100","-0.17","58300","59000","58000","38375","2245137800","647526555000","11068830"
"227420","도부","KONEX","일반기업부","559","17","3.14","542","621","472","437","209492","21266881090","38044510"
"484120","도우인시스","KOSDAQ","중견기업부","31000","-600","-1.90","31650","31700","30900","34473","1071789600","333467682000","10757022"
"067990","도이치모터스","KOSDAQ","우량기업부","4770","-55","-1.14","4825","4835","4770","38432","184396265","139195993500","29181550"
"002150","도화엔지니어링","KOSPI",,"6280","0","0.00","6280","6350","6270","31789","200024320","211761600000","33720000"
"006620","동구바이오제약","KOSDAQ","우량기업부","5030","-40","-0.79","5070","5090","5010","58654","295446310","143178909760","28464992"
"100130","동국S&C","KOSDAQ","중견기업부","2460","-20","-0.81","2465","2490","2420","52834","129268782","140571780000","57143000"
"005160","동국산업","KOSDAQ","중견기업부","3145","-30","-0.94","3165","3175","3120","173524","544638422","170598895890","54244482"
"303810","동국생명과학","KOSDAQ","중견기업부","4340","-15","-0.34","4355","4395","4300","160380","694867682","138811167600","31984140"
"460850","동국씨엠","KOSPI",,"5590","-30","-0.53","5620","5630","5550","20883","116482355","167133487040","29898656"
"075970","동국알앤에스","KOSDAQ","중견기업부","2345","-5","-0.21","2350","2350","2335","16820","39427560","43148000000","18400000"
"460860","동국제강","KOSPI",,"9610","40","0.42","9600","9620","9480","101856","971787755","476733043370","49608017"
"086450","동국제약","KOSDAQ GLOBAL","우량기업부","19790","880","4.65","18910","19790","18870","311850","6070686015","888249115650","44883735"
"001230","동국홀딩스","KOSPI",,"7660","-50","-0.65","7710","7720","7590","37889","288974645","243591699780","31800483"
"023450","동남합성","KOSPI",,"33900","450","1.35","33450","34000","33250","829","27718175","118650000000","3500000"
"004140","동방","KOSPI",,"3115","-50","-1.58","3165","3245","3085","822138","2591740275","149432051090","47971766"
"240550","동방메디컬","KOSDAQ","벤처기업부","11060","-120","-1.07","11100","11190","10990","72426","801232290","230161475600","20810260"
"099410","동방선기","KOSDAQ","벤처기업부","5680","-80","-1.39","5700","5840","5580","659538","3740011230","79520000000","14000000"
"007590","동방아그로","KOSPI",,"6200","0","0.00","6200","6200","6180","419","2593230","84428977400","13617577"
"005960","동부건설","KOSPI",,"6090","-90","-1.46","6180","6220","6070","44336","271446610","139745177670","22946663"
"005965","동부건설우","KOSPI",,"19000","-280","-1.45","19280","19280","18980","339","6446000","4288908000","225732"
"026960","동서","KOSPI",,"28350","-150","-0.53","28500","28650","28150","56105","1595247475","2826495000000","99700000"
"002210","동성제약","KOSPI",,"973","0","0.00","0","0","0","0","0","25900780311","26619507"
"102260","동성케미컬","KOSPI",,"4245","30","0.71","4220","4255","4175","58524","246684565","213000477795","50176791"
"033500","동성화인텍","KOSDAQ","우량기업부","30100","-750","-2.43","30700","30700","30050","200591","6065661475","902683769400","29989494"
"025950","동신건설","KOSDAQ","우량기업부","16890","-190","-1.11","17000","17050","16830","15625","264421385","141876000000","8400000"
"000640","동아쏘시오홀딩스","KOSPI",,"116200","5700","5.16","111900","116200","110900","30778","3508955350","759533630800","6536434"
"170900","동아에스티","KOSPI",,"47800","600","1.27","47150","48100","47000","19513","931684325","447056431000","9352645"
"088130","동아엘텍","KOSDAQ","중견기업부","4205","40","0.96","4170","4220","4070","72449","300321567","73525745370","17485314"
"028100","동아지질","KOSPI",,"15560","-170","-1.08","15640","15990","15290","26868","416472240","208340651120","13389502"
"041930","동아화성","KOSDAQ","우량기업부","6350","-90","-1.40","6440","6440","6310","20809","132148795","100330000000","15800000"
"001520","동양","KOSPI",,"660","-3","-0.45","663","664","657","174142","114978892","157531481580","238684063"
"001527","동양2우B","KOSPI",,"8060","0","0.00","8100","8160","8000","686","5526380","2487066140","308569"
"084670","동양고속","KOSPI",,"8270","100","1.22","8170","8300","8150","549","4505470","23946355630","2895569"
"082640","동양생명","KOSPI",,"8060","410","5.36","7650","8060","7650","261979","2071980305","1300550195100","161358585"
"060380","동양에스텍","KOSDAQ","우량기업부","1741","-92","-5.02","1831","1833","1722","540820","950252026","34297700000","19700000"
"001525","동양우","KOSPI",,"4080","0","0.00","4080","4110","4080","285","1167600","2520342480","617731"
"079960","동양이엔피","KOSDAQ","우량기업부","22400","-250","-1.10","22550","22650","22300","16157","362321125","176064000000","7860000"
"228340","동양파일","KOSDAQ","중견기업부","1832","-59","-3.12","1898","1918","1832","25397","47320746","36640000000","20000000"
"088910","동우팜투테이블","KOSDAQ","우량기업부","2165","5","0.23","2160","2180","2150","10968","23726455","55925769060","25831764"
"094170","동운아나텍","KOSDAQ","우량기업부","18080","-180","-0.99","18390","18390","18050","65124","1182676390","378051642880","20909936"
"013120","동원개발","KOSDAQ","우량기업부","2840","-35","-1.22","2855","2875","2830","65555","186622132","257895004000","90808100"
"018500","동원금속","KOSPI",,"1317","-31","-2.30","1348","1348","1310","373231","495525045","61576246761","46754933"
"006040","동원산업","KOSPI",,"46500","-1000","-2.11","47200","47750","46300","69709","3247095175","2052881349000","44147986"
"030720","동원수산","KOSPI",,"6070","-30","-0.49","6100","6130","6010","12068","73210870","28248596350","4653805"
"014820","동원시스템즈","KOSPI",,"28450","-650","-2.23","28950","29150","28350","49139","1404274150","824801972900","28991282"
"014825","동원시스템즈우","KOSPI",,"17600","10","0.06","17590","17600","17560","298","5234930","4648353600","264111"
"111380","동인기연","KOSPI",,"14260","-220","-1.52","14480","14480","14120","12669","180215640","87385280000","6128000"
"163560","동일고무벨트","KOSPI",,"6830","-10","-0.15","6790","6850","6790","8720","59396405","94937000000","13900000"
"109860","동일금속","KOSDAQ","우량기업부","8200","-20","-0.24","8280","8280","8170","309","2544880","74620000000","9100000"
"032960","동일기연","KOSDAQ","중견기업부","13150","90","0.69","13250","13250","12960","16995","222676505","54159524250","4118595"
"004890","동일산업","KOSPI",,"40400","150","0.37","40100","40600","39450","5627","223416750","97978686000","2425215"
"023790","동일스틸럭스","KOSDAQ","중견기업부","2950","30","1.03","2855","2995","2815","2654687","7737760849","77111870150","26139617"
"002690","동일제강","KOSPI",,"1637","-1","-0.06","1635","1640","1590","15155","24607545","33231689320","20300360"
"005290","동진쎄미켐","KOSDAQ","우량기업부","38950","450","1.17","39100","39200","38150","538973","20829047475","2002594541300","51414494"
"025900","동화기업","KOSDAQ GLOBAL","중견기업부","9350","-190","-1.99","9540","9540","9350","34650","325461785","472710614750","50557285"
"000020","동화약품","KOSPI",,"6370","-30","-0.47","6410","6450","6320","65387","417816100","177923463900","27931470"
"000150","두산","KOSPI",,"596000","0","0.00","606000","617000","594000","197698","118320109000","9848205660000","16523835"
"000157","두산2우B","KOSPI",,"383500","13000","3.51","370500","383500","370500","3510","1332234250","342480073000","893038"
"454910","두산로보틱스","KOSPI",,"66400","1400","2.15","64300","67800","63100","790546","52360783450","4304046672000","64819980"
"241560","두산밥캣","KOSPI",,"56200","1300","2.37","54600","56400","54300","347227","19272072100","5387110853000","95856065"
"034020","두산에너빌리티","KOSPI",,"60800","200","0.33","61900","63300","60600","4819288","296540122050","38946117676800","640561146"
"000155","두산우","KOSPI",,"349500","-3000","-0.85","353000","357500","344000","83068","29006074500","1396763469000","3996462"
"131970","두산테스나","KOSDAQ GLOBAL","우량기업부","39850","-400","-0.99","41050","41100","39150","328692","13092367300","770190434300","19327238"
"336260","두산퓨얼셀","KOSPI",,"32350","-1100","-3.29","33300","33300","31400","1525016","49190086325","2118722036100","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"7290","-230","-3.06","7500","7500","7170","38288","278595220","97425018000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"11230","-480","-4.10","11740","11740","11160","13787","156162290","33536149000","2986300"
"016740","두올","KOSPI",,"3465","-40","-1.14","3520","3530","3455","56367","195482718","108471769560","31304984"
"073190","듀오백","KOSDAQ","중견기업부","1888","8","0.43","1899","1899","1810","32121","59998484","22595659520","11968040"
"176750","듀켐바이오","KOSDAQ","기술성장기업부","10020","-70","-0.69","10040","10110","9990","15859","158772820","285121304400","28455220"
"030350","드래곤플라이","KOSDAQ","관리종목(소속부없음)","973","0","0.00","0","0","0","0","0","13503093562","13877794"
"203650","드림시큐리티","KOSDAQ","중견기업부","3675","125","3.52","3700","3830","3590","4318309","16020611986","175725350850","47816422"
"223250","드림씨아이에스","KOSDAQ","중견기업부","3910","120","3.17","3785","3955","3710","435230","1674034432","93055356840","23799324"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","1877","-13","-0.69","1890","1910","1842","58028","107974188","139088652521","74101573"
"362990","드림인사이트","KOSDAQ","벤처기업부","2125","-15","-0.70","2150","2150","2120","39281","83883255","35701219750","16800574"
"192650","드림텍","KOSPI",,"6600","-80","-1.20","6700","6740","6580","111975","741655725","454674270600","68890041"
"016670","디모아","KOSDAQ","중견기업부","6850","-140","-2.00","6990","6990","6800","18295","125563875","33851645100","4941846"
"187870","디바이스","KOSDAQ","우량기업부","12750","-10","-0.08","12830","12860","12400","15990","201083420","89716764750","7036609"
"489730","디비금융제13호스팩","KOSDAQ","SPAC(소속부없음)","2030","-5","-0.25","2035","2040","2030","3693","7497100","12853960000","6332000"
"0004Y0","디비금융제14호스팩","KOSDAQ","SPAC(소속부없음)","2000","-5","-0.25","2005","2005","1999","34189","68406754","10630000000","5315000"
"024090","디씨엠","KOSPI",,"11920","20","0.17","11910","11970","11860","2117","25204730","135888000000","11400000"
"003160","디아이","KOSPI",,"15780","20","0.13","16100","16150","15450","445536","6969476055","446574000000","28300000"
"092200","디아이씨","KOSPI",,"4750","-125","-2.56","4845","4865","4705","354381","1680439780","184720702750","38888569"
"110990","디아이티","KOSDAQ","우량기업부","14490","70","0.49","14580","14680","14210","164021","2361392645","273861000000","18900000"
"263690","디알젬","KOSDAQ","우량기업부","6080","-10","-0.16","6060","6120","6050","18009","109397000","68859708800","11325610"
"214680","디알텍","KOSDAQ","벤처기업부","2275","25","1.11","2250","2285","2195","479724","1078392687","168542815350","74084754"
"347850","디앤디파마텍","KOSDAQ","기술성장기업부","165900","800","0.48","167000","170000","161000","756155","125301763000","1795153964100","10820699"
"377190","디앤디플랫폼리츠","KOSPI",,"3450","10","0.29","3435","3450","3420","92442","317445605","304980000000","88400000"
"263720","디앤씨미디어","KOSDAQ","벤처기업부","15800","-90","-0.57","15900","16040","15710","24995","395366210","197886673400","12524473"
"376300","디어유","KOSDAQ","우량기업부","46750","250","0.54","46650","47850","46000","204245","9607342100","1109770480500","23738406"
"109740","디에스케이","KOSDAQ","벤처기업부","8670","-180","-2.03","8850","9020","8500","89618","775674385","222909081300","25710390"
"031860","디에이치엑스컴퍼니","KOSDAQ","투자주의환기종목(소속부없음)","837","-20","-2.33","857","876","830","52111","44206811","14372981577","17172021"
"196490","디에이테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","203","0","0.00","0","0","0","0","0","36245520080","178549360"
"066900","디에이피","KOSDAQ","중견기업부","2245","-85","-3.65","2330","2330","2195","96875","216179559","51061409235","22744503"
"092070","디엔에프","KOSDAQ","우량기업부","15030","-70","-0.46","15150","15330","14950","43124","650963960","173925025740","11571858"
"039840","디오","KOSDAQ","중견기업부","17700","-40","-0.23","17460","17770","17070","63796","1115828245","254439039900","14375087"
"013570","디와이","KOSPI",,"4425","-5","-0.11","4430","4475","4400","25982","114766420","116464376025","26319633"
"024900","디와이덕양","KOSPI",,"2290","-20","-0.87","2290","2315","2285","42570","97699391","74573804200","32564980"
"219550","디와이디","KOSDAQ","관리종목(소속부없음)","228","-40","-14.93","235","256","224","7406889","1750154071","28525220220","125110615"
"310870","디와이씨","KOSDAQ","벤처기업부","1267","-29","-2.24","1296","1296","1260","197829","250847892","26210772357","20687271"
"210540","디와이파워","KOSPI",,"12930","-100","-0.77","12970","13000","12790","25895","332852390","142769284440","11041708"
"104460","디와이피엔에프","KOSDAQ","우량기업부","15820","-280","-1.74","16100","16200","15700","31690","501764390","169489547500","10713625"
"079810","디이엔티","KOSDAQ","우량기업부","6240","-90","-1.42","6360","6370","6200","97451","606737890","137455306560","22028094"
"113810","디젠스","KOSDAQ","중견기업부","798","2","0.25","802","815","787","167901","133899926","26037184698","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","2325","-95","-3.93","2420","2420","2300","15202","35488215","20925000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","2040","15","0.74","2025","2040","1997","19730","39504325","26546834160","13013154"
"068930","디지털대성","KOSDAQ","우량기업부","7430","0","0.00","7430","7480","7390","15967","118421490","205627791060","27675342"
"033130","디지틀조선","KOSDAQ","중견기업부","1538","-11","-0.71","1550","1550","1534","21185","32682639","57083280646","37115267"
"105740","디케이락","KOSDAQ","우량기업부","9670","-180","-1.83","9870","10170","9580","133184","1296030405","98329520710","10168513"
"263020","디케이앤디","KOSDAQ","벤처기업부","3165","-15","-0.47","3180","3200","3145","29946","94922100","45891965115","14499831"
"290550","디케이티","KOSDAQ","우량기업부","8810","-170","-1.89","8920","8980","8400","113192","994001840","176210836300","20001230"
"066670","디티씨","KOSDAQ","중견기업부","3050","-25","-0.81","3075","3120","3050","57574","176836068","57010349900","18691918"
"187220","디티앤씨","KOSDAQ","중견기업부","2900","-95","-3.17","2995","2995","2900","42026","122536552","33924260900","11698021"
"383930","디티앤씨알오","KOSDAQ","중견기업부","3200","-80","-2.44","3275","3280","3200","30285","97575245","40909209600","12784128"
"131180","딜리","KOSDAQ","벤처기업부","979","-4","-0.41","975","983","975","2330","2277963","28733650000","29350000"
"315640","딥노이드","KOSDAQ","기술성장기업부","4965","-65","-1.29","5040","5040","4965","86828","432537724","111895152420","22536788"
"317120","라닉스","KOSDAQ","기술성장기업부","1584","-23","-1.43","1608","1617","1576","67959","108207601","24171840000","15260000"
"462510","라메디텍","KOSDAQ","기술성장기업부","7020","-20","-0.28","7100","7140","7020","22904","161930795","61572174300","8770965"
"042510","라온시큐어","KOSDAQ","벤처기업부","10820","120","1.12","10810","11530","10650","699250","7742937475","121239982680","11205174"
"232680","라온테크","KOSDAQ","기술성장기업부","8290","-120","-1.43","8460","8460","8190","115546","960957830","103908799860","12534234"
"418420","라온텍","KOSDAQ","기술성장기업부","5060","-1090","-17.72","6150","6150","4940","3050199","15917052748","153508043480","30337558"
"300120","라온피플","KOSDAQ","벤처기업부","3945","50","1.28","3935","3950","3850","50776","198523100","82292747340","20860012"
"171120","라이온켐텍","KOSDAQ","중견기업부","2220","-5","-0.22","2225","2240","2215","38662","86007085","79701907200","35901760"
"388790","라이콤","KOSDAQ","벤처기업부","2430","-10","-0.41","2545","2545","2410","38989","94461965","74357684100","30599870"
"214260","라파스","KOSDAQ","기술성장기업부","14500","-310","-2.09","14900","14940","14500","11629","171292800","129375713500","8922463"
"403360","라피치","KONEX","일반기업부","5400","500","10.20","4700","5400","4700","371","1822700","18627051600","3449454"
"171010","램테크놀러지","KOSDAQ","벤처기업부","4400","-45","-1.01","4445","4490","4330","76916","337073414","62914508800","14298752"
"084650","랩지노믹스","KOSDAQ","우량기업부","2495","70","2.89","2425","2545","2415","1855967","4634975444","185228775050","74239990"
"217500","러셀","KOSDAQ","중견기업부","2345","-25","-1.05","2375","2435","2280","739771","1741033021","74599140000","31812000"
"092590","럭스피아","KONEX","일반기업부","747","-52","-6.51","680","794","680","41","28436","5446450206","7291098"
"038390","레드캡투어","KOSDAQ","우량기업부","11970","-20","-0.17","11990","12030","11930","26679","319865735","200148239340","16720822"
"294140","레몬","KOSDAQ","중견기업부","6200","790","14.60","5650","6330","5380","844185","5091418150","138971871600","22414818"
"443250","레뷰코퍼레이션","KOSDAQ","벤처기업부","11350","-50","-0.44","11400","11400","11170","13311","150002570","126226301000","11121260"
"228670","레이","KOSDAQ","벤처기업부","6410","-210","-3.17","6670","6680","6410","94615","614830455","100009140500","15602050"
"228850","레이언스","KOSDAQ","우량기업부","5950","90","1.54","5920","5970","5820","37870","222292535","98716533300","16591014"
"412350","레이저쎌","KOSDAQ","기술성장기업부","2550","-745","-22.61","2870","2900","2530","1952956","5201482938","22253778600","8726972"
"199550","레이저옵텍","KOSDAQ","벤처기업부","7430","-60","-0.80","7490","7490","7350","66440","492768365","91134827130","12265791"
"281740","레이크머티리얼즈","KOSDAQ","우량기업부","12990","-50","-0.38","13200","13200","12750","207147","2673069430","853839818520","65730548"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","310000","14000","4.73","294000","321500","287500","533606","164870693500","6013955980000","19399858"
"215100","로보로보","KOSDAQ","벤처기업부","6760","-40","-0.59","6800","7230","6500","7850756","54800944670","137555549040","20348454"
"090360","로보스타","KOSDAQ","중견기업부","48300","4300","9.77","42850","54700","41600","6361546","312267108975","470925000000","9750000"
"238500","로보쓰리에이아이","KONEX","일반기업부","190","0","0.00","0","0","0","0","0","7983469780","42018262"
"108490","로보티즈","KOSDAQ","기술성장기업부","136200","24100","21.50","112100","145000","108800","7185347","950755690700","1800640272000","13220560"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","1055","18","1.74","1037","1069","1037","102777","107841332","38013008840","36031288"
"223220","로지스몬","KONEX","일반기업부","300","28","10.29","300","300","300","2","600","15246216600","50820722"
"067730","로지시스","KOSDAQ","중견기업부","3035","-5","-0.16","3040","3040","2990","14327","43179460","29360353270","9673922"
"071280","로체시스템즈","KOSDAQ","우량기업부","13610","190","1.42","13810","14070","13600","183658","2529873075","208186766830","15296603"
"376900","로킷헬스케어","KOSDAQ","기술성장기업부","17800","550","3.19","17000","18150","16850","760875","13416752615","275185134200","15459839"
"032350","롯데관광개발","KOSPI",,"19700","310","1.60","19420","19970","18950","1912784","37369131720","1566927834800","79539484"
"089860","롯데렌탈","KOSPI",,"29900","50","0.17","29800","29900","29550","39123","1164059175","1085650701200","36309388"
"330590","롯데리츠","KOSPI",,"4050","35","0.87","4025","4050","3995","443131","1785255439","1170323980200","288968884"
"000400","롯데손해보험","KOSPI",,"2095","274","15.05","1833","2260","1829","22573284","47319961925","650154590400","310336320"
"023530","롯데쇼핑","KOSPI",,"72500","-100","-0.14","72600","73800","71800","72647","5273493500","2050934737500","28288755"
"020150","롯데에너지머티리얼즈","KOSPI",,"24150","-400","-1.63","24550","24550","23850","169596","4088643225","1264625931450","52365463"
"280360","롯데웰푸드","KOSPI",,"114700","300","0.26","114300","114700","113800","12655","1445243450","1067234637800","9304574"
"286940","롯데이노베이트","KOSPI",,"22000","-100","-0.45","22150","22150","21850","5435","119361800","332846074000","15129367"
"004000","롯데정밀화학","KOSPI",,"49400","500","1.02","48400","49400","48100","100696","4917677525","1274520000000","25800000"
"004990","롯데지주","KOSPI",,"31500","-950","-2.93","32250","32350","31400","333747","10547647975","3304640965500","104909237"
"00499K","롯데지주우","KOSPI",,"30800","-100","-0.32","31800","31800","30300","1325","40604650","24812572400","805603"
"005300","롯데칠성","KOSPI",,"120200","-200","-0.17","119800","120200","118300","20498","2443062600","1115321856800","9278884"
"005305","롯데칠성우","KOSPI",,"69900","-200","-0.29","70100","70100","69600","1207","84285300","54194169000","775310"
"011170","롯데케미칼","KOSPI",,"66100","-1800","-2.65","67300","67500","65400","136147","9013928700","2827455195900","42775419"
"071840","롯데하이마트","KOSPI",,"8380","-90","-1.06","8470","8470","8300","38608","322637195","197832626560","23607712"
"328130","루닛","KOSDAQ","기술성장기업부","43350","400","0.93","42900","43750","42500","219699","9478704025","1266018976500","29204590"
"038060","루멘스","KOSDAQ","우량기업부","792","4","0.51","788","792","787","28254","22337311","38097630648","48103069"
"474170","루미르","KOSDAQ","기술성장기업부","9500","-100","-1.04","9720","9850","9195","760284","7199620265","168413112000","17727696"
"162120","루켄테크놀러지스","KONEX","일반기업부","2225","-35","-1.55","2290","2290","2200","1429","3161070","24823439450","11156602"
"253610","루트락","KONEX","일반기업부","1000","-52","-4.94","1197","1197","1000","1306","1306197","10185410000","10185410"
"141080","리가켐바이오","KOSDAQ GLOBAL","기술성장기업부","153400","5700","3.86","147400","155200","147400","475700","72583141450","5616025849200","36610338"
"058470","리노공업","KOSDAQ GLOBAL","우량기업부","50500","1250","2.54","50200","51300","49300","750526","37762679825","3848698425000","76211850"
"016100","리더스코스메틱","KOSDAQ","중견기업부","2460","10","0.41","2475","2510","2430","13010","32044712","46988199240","19100894"
"012700","리드코프","KOSDAQ","우량기업부","4110","-40","-0.96","4140","4165","4095","39133","161115017","108693614850","26446135"
"302550","리메드","KOSDAQ","기술성장기업부","3750","-235","-5.90","3990","3995","3720","1831207","7019494828","118108230000","31495528"
"073570","리튬포어스","KOSDAQ","관리종목(소속부없음)","1227","-32","-2.54","1259","1259","1221","436043","539068164","73849008507","60186641"
"377450","리파인","KOSDAQ","우량기업부","15100","-160","-1.05","15320","15500","15000","51032","774776510","261683000000","17330000"
"277070","린드먼아시아","KOSDAQ","중견기업부","5700","-130","-2.23","5790","5790","5660","28008","160217720","78044400000","13692000"
"042500","링네트","KOSDAQ","우량기업부","4000","-5","-0.12","4005","4005","3955","50177","199918720","76280536000","19070134"
"193250","링크드","KOSDAQ","중견기업부","466","-6","-1.27","472","479","466","69226","32686146","29508693682","63323377"
"474650","링크솔루션","KOSDAQ","기술성장기업부","20200","-550","-2.65","20700","20700","20000","45950","927144525","112696446400","5579032"
"219420","링크제니시스","KOSDAQ","기술성장기업부","5320","50","0.95","5270","5360","5260","74251","394431155","61017777240","11469507"
"439090","마녀공장","KOSDAQ","중견기업부","17020","-80","-0.47","17110","17170","16870","55971","951566625","278757985200","16378260"
"027740","마니커","KOSPI",,"854","-2","-0.23","856","856","849","44918","38235862","54238588712","63511228"
"195500","마니커에프앤지","KOSDAQ","중견기업부","2820","-5","-0.18","2825","2825","2800","90351","254046082","45057960000","15978000"
"357430","마스턴프리미어리츠","KOSPI",,"1568","5","0.32","1564","1568","1560","20313","31780826","47832321376","30505307"
"377480","마음AI","KOSDAQ","기술성장기업부","20800","100","0.48","21050","21050","20350","35029","725491350","147862520000","7108775"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","10850","-150","-1.36","10920","11270","10700","253925","2773628625","196429723700","18104122"
"448780","마이크로엔엑스","KONEX","일반기업부","2095","-80","-3.68","2395","2395","1900","3","6390","5609739600","2677680"
"098120","마이크로컨텍솔","KOSDAQ","중견기업부","20000","-400","-1.96","20400","21050","19780","68123","1370295455","166255320000","8312766"
"424980","마이크로투나노","KOSDAQ","기술성장기업부","9050","-210","-2.27","9320","9330","9030","40867","372316620","53565954500","5918890"
"038290","마크로젠","KOSDAQ","중견기업부","15630","-350","-2.19","15970","15970","15620","21579","340728905","169451082000","10841400"
"001080","만호제강","KOSPI",,"39550","-1450","-3.54","41000","41000","39000","2678","106811650","164132500000","4150000"
"267980","매일유업","KOSDAQ","우량기업부","35650","-350","-0.97","35850","36100","35600","4595","164541800","279625694700","7843638"
"005990","매일홀딩스","KOSDAQ","우량기업부","11120","-70","-0.63","11090","11210","11080","3533","39483330","152547540480","13718304"
"093520","매커스","KOSDAQ","우량기업부","22000","-200","-0.90","22250","22700","21700","109633","2412655075","311588024000","14163092"
